time_stamp, total time, scan point size, incremental time, search time, delete size, delete time, tree size st, tree size end, add point size, preprocess time
1770123929.48410845,0.00574652,4679,0.00037561,0.00000000,0,0.00000000,3105,3139,117,0.00016593
1770123929.58425570,0.00432331,4705,0.00023501,0.00000000,0,0.00000000,3139,3144,119,0.00037946
1770123929.68417597,0.00368767,4662,0.00019342,0.00000000,0,0.00000000,3144,3204,100,0.00016694
1770123929.78418350,0.00332686,4744,0.00021175,0.00000000,0,0.00000000,3204,3214,114,0.00016397
1770123929.88429666,0.00451817,4661,0.00023155,0.00000000,0,0.00000000,3214,3227,105,0.00026145
1770123929.98424888,0.00405590,4726,0.00025976,0.00000000,0,0.00000000,3227,3147,87,0.00013372
1770123930.08413267,0.00575932,4676,0.00018853,0.00000000,0,0.00000000,2627,2702,84,0.00014453
1770123930.18413472,0.00761093,4749,0.00048558,0.00000000,0,0.00000000,2702,2788,97,0.00016292
1770123930.28427148,0.00722889,4672,0.00042393,0.00000000,0,0.00000000,2788,2848,84,0.00014625
1770123930.38421774,0.00373961,4757,0.00011760,0.00000000,0,0.00000000,2848,2902,70,0.00021240
1770123930.48430157,0.00321749,4695,0.00011113,0.00000000,0,0.00000000,2902,2971,81,0.00024003
1770123930.58426976,0.00609046,4695,0.00024167,0.00000000,0,0.00000000,2971,3039,83,0.00031418
1770123930.68423176,0.00455567,4654,0.00014131,0.00000000,0,0.00000000,3039,3110,84,0.00032319
1770123930.78417706,0.00791697,4672,0.00038716,0.00000000,0,0.00000000,3110,3147,78,0.00017516
1770123930.88422704,0.00335104,4670,0.00016007,0.00000000,0,0.00000000,3147,3200,89,0.00013037
1770123930.98424983,0.00639474,4679,0.00036512,0.00000000,0,0.00000000,3200,3227,89,0.00024886
1770123931.08423448,0.00378409,4700,0.00012413,0.00000000,0,0.00000000,3227,3268,64,0.00018885
1770123931.18434358,0.00400596,4650,0.00017428,0.00000000,0,0.00000000,3268,3292,82,0.00027677
1770123931.28428698,0.00358282,4682,0.00014388,0.00000000,0,0.00000000,3292,3342,77,0.00014232
1770123931.38422441,0.00383681,4644,0.00012757,0.00000000,0,0.00000000,3342,3361,65,0.00023975
1770123931.48432541,0.00376697,4697,0.00013939,0.00000000,0,0.00000000,3361,3374,64,0.00013731
1770123931.58425903,0.00911136,4651,0.00034769,0.00000000,0,0.00000000,3374,3376,64,0.00018931
1770123931.68439269,0.00956266,4676,0.00036316,0.00000000,0,0.00000000,3376,3399,80,0.00014062
1770123931.78433919,0.00422109,4624,0.00012234,0.00000000,0,0.00000000,3399,3405,61,0.00012196
1770123931.88426518,0.00350420,4692,0.00016828,0.00000000,0,0.00000000,3405,3384,74,0.00015491
1770123931.98429370,0.00502478,4631,0.00024065,0.00000000,0,0.00000000,3384,3375,55,0.00023184
1770123932.08429098,0.00313710,4718,0.00009528,0.00000000,0,0.00000000,3375,3388,48,0.00020192
1770123932.18442369,0.00311128,4639,0.00009709,0.00000000,0,0.00000000,3388,3424,53,0.00014246
1770123932.28424311,0.00840396,4720,0.00038813,0.00000000,0,0.00000000,3424,3376,61,0.00017068
1770123932.38433361,0.00528527,4685,0.00017548,0.00000000,0,0.00000000,3376,3411,53,0.00022556
1770123932.48438644,0.00398561,4666,0.00016594,0.00000000,0,0.00000000,3411,3426,73,0.00015865
1770123932.58434272,0.00291907,4646,0.00010928,0.00000000,0,0.00000000,3426,3420,44,0.00012589
1770123932.68441916,0.00457925,4683,0.00015545,0.00000000,0,0.00000000,3420,3448,51,0.00024236
1770123932.78441238,0.00666116,4613,0.00022906,0.00000000,0,0.00000000,3448,3460,40,0.00015265
1770123932.88432312,0.00316933,4678,0.00008254,0.00000000,0,0.00000000,3460,3458,40,0.00017520
1770123932.98428679,0.00490381,4647,0.00015627,0.00000000,0,0.00000000,3458,3512,56,0.00018521
1770123933.08439398,0.00356585,4692,0.00015234,0.00000000,0,0.00000000,3512,3471,55,0.00021540
1770123933.18429828,0.00454653,4641,0.00014041,0.00000000,0,0.00000000,3471,3501,59,0.00022910
1770123933.28444600,0.00282544,4664,0.00010056,0.00000000,0,0.00000000,3501,3495,45,0.00014382
1770123933.38434529,0.00387162,4637,0.00009050,0.00000000,0,0.00000000,3495,3492,39,0.00027054
1770123933.48436594,0.00275700,4711,0.00013800,0.00000000,0,0.00000000,3492,3494,69,0.00014023
1770123933.58444953,0.00525620,4668,0.00014943,0.00000000,0,0.00000000,3494,3511,28,0.00018074
1770123933.68432188,0.00517296,4709,0.00012211,0.00000000,0,0.00000000,3511,3543,47,0.00015980
1770123933.78444791,0.00420166,4650,0.00011336,0.00000000,0,0.00000000,3543,3537,46,0.00014426
1770123933.88448668,0.00273904,4704,0.00010255,0.00000000,0,0.00000000,3537,3544,46,0.00011427
1770123933.98451281,0.00364172,4634,0.00009380,0.00000000,0,0.00000000,3544,3562,38,0.00016875
1770123934.08436346,0.00493034,4736,0.00013546,0.00000000,0,0.00000000,3562,3561,44,0.00026368
1770123934.18447113,0.00288589,4751,0.00007399,0.00000000,0,0.00000000,3561,3584,43,0.00015162
1770123934.28438163,0.00335824,4704,0.00007628,0.00000000,0,0.00000000,3584,3619,46,0.00012308
1770123934.38455582,0.00305529,4735,0.00007747,0.00000000,0,0.00000000,3619,3649,43,0.00013448
1770123934.48451662,0.00320485,4691,0.00008397,0.00000000,0,0.00000000,3649,3654,41,0.00014495
1770123934.58440447,0.00345355,4729,0.00012737,0.00000000,0,0.00000000,3654,3585,36,0.00012576
1770123934.68447471,0.00386294,4652,0.00006031,0.00000000,0,0.00000000,3585,3616,32,0.00014488
1770123934.78449106,0.00519258,4718,0.00009735,0.00000000,0,0.00000000,3616,3612,39,0.00017207
1770123934.88439608,0.00367094,4693,0.00016399,0.00000000,0,0.00000000,3612,3511,42,0.00021740
1770123934.98455215,0.00491573,4709,0.00013299,0.00000000,0,0.00000000,3511,3521,38,0.00013536
1770123935.08446193,0.00795806,4663,0.00017620,0.00000000,0,0.00000000,3521,3511,46,0.00015596
1770123935.18441629,0.00368399,4755,0.00014530,0.00000000,0,0.00000000,3511,3533,52,0.00021206
1770123935.28441858,0.00325909,4694,0.00006654,0.00000000,0,0.00000000,3533,3550,30,0.00024397
1770123935.38454127,0.00319531,4705,0.00008068,0.00000000,0,0.00000000,3550,3576,36,0.00015369
1770123935.48444295,0.00423123,4714,0.00016043,0.00000000,0,0.00000000,3576,3543,34,0.00030263
1770123935.58459282,0.00368983,4704,0.00013663,0.00000000,0,0.00000000,3543,3511,45,0.00013959
1770123935.68456960,0.00414251,4691,0.00013216,0.00000000,0,0.00000000,3511,3481,40,0.00012968
1770123935.78453612,0.00406008,4644,0.00007938,0.00000000,0,0.00000000,3481,3493,28,0.00013660
1770123935.88459563,0.00398575,4716,0.00009318,0.00000000,0,0.00000000,3493,3512,36,0.00018748
1770123935.98464966,0.00459244,4711,0.00008468,0.00000000,0,0.00000000,3512,3514,24,0.00012597
1770123936.08456826,0.00326655,4675,0.00006378,0.00000000,0,0.00000000,3514,3526,30,0.00019092
1770123936.18449450,0.00501540,4658,0.00014210,0.00000000,0,0.00000000,3526,3545,39,0.00015476
1770123936.28466296,0.00339019,4681,0.00006098,0.00000000,0,0.00000000,3545,3565,31,0.00022467
1770123936.38453269,0.00463696,4628,0.00010633,0.00000000,0,0.00000000,3565,3586,44,0.00030355
1770123936.48450017,0.00360841,4694,0.00008495,0.00000000,0,0.00000000,3586,3608,40,0.00013054
1770123936.58460784,0.00533688,4620,0.00007165,0.00000000,0,0.00000000,3608,3628,33,0.00015066
1770123936.68454981,0.00350825,4694,0.00008981,0.00000000,0,0.00000000,3628,3642,40,0.00017682
1770123936.78466821,0.00374472,4629,0.00008529,0.00000000,0,0.00000000,3642,3634,30,0.00016994
1770123936.88462877,0.00364019,4678,0.00009298,0.00000000,0,0.00000000,3634,3655,37,0.00020006
1770123936.98451757,0.00467841,4623,0.00009092,0.00000000,0,0.00000000,3655,3688,38,0.00012697
1770123937.08478761,0.00291741,4698,0.00008092,0.00000000,0,0.00000000,3688,3687,38,0.00014380
1770123937.18455434,0.00391133,4647,0.00009749,0.00000000,0,0.00000000,3687,3660,31,0.00012734
1770123937.28456140,0.00343303,4728,0.00008385,0.00000000,0,0.00000000,3660,3686,41,0.00017309
1770123937.38461447,0.00460675,4705,0.00011476,0.00000000,0,0.00000000,3686,3671,38,0.00012679
1770123937.48466659,0.00403937,4667,0.00011311,0.00000000,0,0.00000000,3671,3647,34,0.00014426
1770123937.58467245,0.00572484,4631,0.00008898,0.00000000,0,0.00000000,3647,3665,25,0.00014097
1770123937.68462110,0.00386984,4697,0.00009587,0.00000000,0,0.00000000,3665,3677,30,0.00014286
1770123937.78470373,0.00731602,4631,0.00005499,0.00000000,0,0.00000000,3677,3692,25,0.00015062
1770123937.88464403,0.00585352,4697,0.00008561,0.00000000,0,0.00000000,3692,3711,28,0.00015283
1770123937.98460960,0.00375427,4658,0.00005875,0.00000000,0,0.00000000,3711,3738,33,0.00026747
1770123938.08476138,0.00426841,4702,0.00009432,0.00000000,0,0.00000000,3738,3750,32,0.00013771
1770123938.18465686,0.00379054,4623,0.00004481,0.00000000,0,0.00000000,3750,3770,24,0.00040959
1770123938.28459144,0.00600645,4706,0.00006726,0.00000000,0,0.00000000,3770,3766,22,0.00030566
1770123938.38463640,0.00322515,4650,0.00006363,0.00000000,0,0.00000000,3766,3786,32,0.00022585
1770123938.48466468,0.00281212,4683,0.00006993,0.00000000,0,0.00000000,3786,3778,29,0.00017837
1770123938.58462381,0.00374631,4707,0.00005788,0.00000000,0,0.00000000,3778,3791,28,0.00017404
1770123938.68461847,0.00646107,4726,0.00013561,0.00000000,0,0.00000000,3791,3794,26,0.00022781
1770123938.78463817,0.00370912,4644,0.00014127,0.00000000,0,0.00000000,3794,3718,25,0.00013236
1770123938.88462210,0.00441219,4728,0.00003359,0.00000000,0,0.00000000,3718,3731,15,0.00014000
1770123938.98473549,0.00638957,4650,0.00014868,0.00000000,0,0.00000000,3731,3748,31,0.00014220
1770123939.08470273,0.00435852,4682,0.00011085,0.00000000,0,0.00000000,3748,3754,40,0.00027655
1770123939.18462825,0.00421259,4793,0.00008216,0.00000000,0,0.00000000,3754,3765,36,0.00015417
1770123939.28474760,0.00305277,4717,0.00007306,0.00000000,0,0.00000000,3765,3768,35,0.00015070
1770123939.38484812,0.00371042,4700,0.00006042,0.00000000,0,0.00000000,3768,3768,24,0.00025733
1770123939.48466468,0.00261943,4712,0.00004849,0.00000000,0,0.00000000,3768,3774,21,0.00013561
1770123939.58473516,0.00355096,4711,0.00004165,0.00000000,0,0.00000000,3774,3787,18,0.00014245
1770123939.68465877,0.00393093,4686,0.00008701,0.00000000,0,0.00000000,3787,3782,38,0.00013984
1770123939.78486466,0.00463925,4720,0.00005205,0.00000000,0,0.00000000,3782,3799,24,0.00018892
1770123939.88477921,0.00349776,4684,0.00007169,0.00000000,0,0.00000000,3799,3796,32,0.00011222
1770123939.98487329,0.00337173,4679,0.00005497,0.00000000,0,0.00000000,3796,3818,29,0.00013456
1770123940.08479977,0.00289621,4687,0.00006749,0.00000000,0,0.00000000,3818,3790,24,0.00014052
1770123940.18476820,0.00421733,4749,0.00008116,0.00000000,0,0.00000000,3790,3794,28,0.00017482
1770123940.28471398,0.00370637,4683,0.00003987,0.00000000,0,0.00000000,3794,3811,18,0.00010493
1770123940.38471460,0.00466294,4726,0.00009763,0.00000000,0,0.00000000,3811,3823,31,0.00020992
1770123940.48481154,0.00549637,4720,0.00008956,0.00000000,0,0.00000000,3823,3816,31,0.00015281
1770123940.58476686,0.00397244,4702,0.00005823,0.00000000,0,0.00000000,3816,3822,21,0.00016545
1770123940.68473291,0.00721660,4701,0.00012580,0.00000000,0,0.00000000,3822,3834,26,0.00014990
1770123940.78483891,0.00515239,4671,0.00008738,0.00000000,0,0.00000000,3834,3815,24,0.00024510
1770123940.88480401,0.00325975,4692,0.00004936,0.00000000,0,0.00000000,3815,3783,13,0.00035633
1770123940.98488760,0.00332844,4703,0.00003931,0.00000000,0,0.00000000,3783,3791,17,0.00017178
1770123941.08490658,0.00352692,4669,0.00008562,0.00000000,0,0.00000000,3791,3759,22,0.00025114
1770123941.18485618,0.00342776,4642,0.00007749,0.00000000,0,0.00000000,3759,3761,28,0.00013452
1770123941.28476954,0.00351215,4704,0.00005999,0.00000000,0,0.00000000,3761,3752,20,0.00014354
1770123941.38494802,0.00504198,4630,0.00006401,0.00000000,0,0.00000000,3752,3753,23,0.00013561
1770123941.48486829,0.00410808,4691,0.00004495,0.00000000,0,0.00000000,3753,3759,15,0.00010872
1770123941.58476448,0.00425723,4634,0.00007265,0.00000000,0,0.00000000,3759,3762,26,0.00014369
1770123941.68487883,0.00289043,4673,0.00007563,0.00000000,0,0.00000000,3762,3743,31,0.00016381
1770123941.78481412,0.00315857,4636,0.00004085,0.00000000,0,0.00000000,3743,3752,21,0.00015732
1770123941.88493919,0.00292369,4658,0.00004817,0.00000000,0,0.00000000,3752,3773,26,0.00020721
1770123941.98490191,0.00372733,4622,0.00006316,0.00000000,0,0.00000000,3773,3763,23,0.00016366
1770123942.08480787,0.00396411,4714,0.00005776,0.00000000,0,0.00000000,3763,3793,30,0.00016442
1770123942.18490481,0.00308081,4658,0.00003686,0.00000000,0,0.00000000,3793,3810,20,0.00013020
1770123942.28482413,0.00313177,4698,0.00004782,0.00000000,0,0.00000000,3810,3819,23,0.00014106
1770123942.38486838,0.00454358,4693,0.00007914,0.00000000,0,0.00000000,3819,3812,29,0.00013132
1770123942.48472500,0.00362367,4654,0.00006884,0.00000000,0,0.00000000,3812,3830,26,0.00014088
1770123942.58483124,0.00358645,4651,0.00008029,0.00000000,0,0.00000000,3830,3820,23,0.00020195
1770123942.68489814,0.00357296,4690,0.00008711,0.00000000,0,0.00000000,3820,3809,34,0.00015811
1770123942.78486443,0.00785903,4623,0.00021436,0.00000000,0,0.00000000,3809,3762,29,0.00016314
1770123942.88484216,0.00373270,4690,0.00004867,0.00000000,0,0.00000000,3762,3768,24,0.00015887
1770123942.98494983,0.00294694,4636,0.00004636,0.00000000,0,0.00000000,3768,3777,22,0.00019430
1770123943.08480144,0.00303966,4715,0.00006147,0.00000000,0,0.00000000,3777,3807,34,0.00013809
1770123943.18499684,0.00446891,4635,0.00007545,0.00000000,0,0.00000000,3807,3797,20,0.00015716
1770123943.28492665,0.00288956,4677,0.00002521,0.00000000,0,0.00000000,3797,3810,14,0.00012236
1770123943.38478565,0.00536628,4655,0.00011394,0.00000000,0,0.00000000,3810,3801,19,0.00014093
1770123943.48500347,0.00617914,4688,0.00005090,0.00000000,0,0.00000000,3801,3812,16,0.00016376
1770123943.58491063,0.00320836,4700,0.00006381,0.00000000,0,0.00000000,3812,3790,19,0.00022711
1770123943.68480635,0.00303202,4744,0.00004456,0.00000000,0,0.00000000,3790,3787,20,0.00013002
1770123943.78499103,0.00393112,4616,0.00007289,0.00000000,0,0.00000000,3787,3764,21,0.00015138
1770123943.88492751,0.00680252,4727,0.00008204,0.00000000,0,0.00000000,3764,3786,27,0.00024737
1770123943.98507380,0.00576812,4652,0.00009515,0.00000000,0,0.00000000,3786,3805,22,0.00014129
1770123944.08500171,0.00400142,4713,0.00005151,0.00000000,0,0.00000000,3805,3811,22,0.00015227
1770123944.18497968,0.00576770,4750,0.00004564,0.00000000,0,0.00000000,3811,3825,17,0.00028289
1770123944.28484583,0.00626566,4719,0.00004949,0.00000000,0,0.00000000,3825,3834,17,0.00033127
1770123944.38500357,0.00559935,4702,0.00006269,0.00000000,0,0.00000000,3834,3845,17,0.00023786
1770123944.48495293,0.00306168,4715,0.00006165,0.00000000,0,0.00000000,3845,3836,28,0.00019390
1770123944.58489227,0.00317240,4746,0.00006245,0.00000000,0,0.00000000,3836,3819,25,0.00028993
1770123944.68499160,0.00375585,4680,0.00008031,0.00000000,0,0.00000000,3819,3829,20,0.00014028
1770123944.78494954,0.00352810,4736,0.00004532,0.00000000,0,0.00000000,3829,3830,19,0.00024136
1770123944.88514304,0.00384764,4642,0.00004724,0.00000000,0,0.00000000,3830,3830,15,0.00017794
1770123944.98479486,0.00429911,4727,0.00006192,0.00000000,0,0.00000000,3830,3851,25,0.00016928
1770123945.08497286,0.00317527,4668,0.00006339,0.00000000,0,0.00000000,3851,3837,23,0.00017208
1770123945.18483210,0.00271846,4761,0.00005011,0.00000000,0,0.00000000,3837,3835,20,0.00019505
1770123945.28507590,0.00420002,4689,0.00005128,0.00000000,0,0.00000000,3835,3825,23,0.00024523
1770123945.38506198,0.00326429,4763,0.00005427,0.00000000,0,0.00000000,3825,3842,21,0.00023490
1770123945.48496795,0.00548135,4695,0.00007761,0.00000000,0,0.00000000,3842,3847,18,0.00016721
1770123945.58510232,0.00326568,4721,0.00002256,0.00000000,0,0.00000000,3847,3846,10,0.00011305
1770123945.68503332,0.00382815,4667,0.00004455,0.00000000,0,0.00000000,3846,3845,15,0.00014558
1770123945.78486133,0.00356467,4690,0.00006079,0.00000000,0,0.00000000,3845,3861,25,0.00016969
1770123945.88516283,0.00444612,4634,0.00008762,0.00000000,0,0.00000000,3861,3809,20,0.00022575
1770123945.98411560,0.00311390,4709,0.00003935,0.00000000,0,0.00000000,3809,3823,21,0.00016419
1770123946.08504581,0.00441251,4672,0.00007956,0.00000000,0,0.00000000,3823,3830,15,0.00015544
1770123946.18503976,0.00400855,4656,0.00006304,0.00000000,0,0.00000000,3830,3838,23,0.00014583
1770123946.28485870,0.00519701,4685,0.00006189,0.00000000,0,0.00000000,3838,3839,19,0.00014817
1770123946.38402247,0.00335042,4686,0.00005545,0.00000000,0,0.00000000,3839,3830,18,0.00017419
1770123946.48497653,0.00274525,4671,0.00004857,0.00000000,0,0.00000000,3830,3848,27,0.00020739
1770123946.58487678,0.00273903,4664,0.00004147,0.00000000,0,0.00000000,3848,3860,22,0.00017149
1770123946.68505645,0.00416077,4671,0.00004792,0.00000000,0,0.00000000,3860,3863,16,0.00035219
1770123946.78493333,0.00372422,4588,0.00005320,0.00000000,0,0.00000000,3863,3866,21,0.00014265
1770123946.88488340,0.00731051,4717,0.00012883,0.00000000,0,0.00000000,3866,3882,21,0.00012133
1770123946.98503757,0.00269771,4599,0.00002395,0.00000000,0,0.00000000,3882,3892,13,0.00012678
1770123947.08494592,0.00465577,4699,0.00008926,0.00000000,0,0.00000000,3892,3891,25,0.00015491
1770123947.18486142,0.00553591,4686,0.00009016,0.00000000,0,0.00000000,3891,3832,19,0.00014940
1770123947.28406668,0.00401392,4714,0.00005425,0.00000000,0,0.00000000,3832,3834,20,0.00024036
1770123947.38496852,0.00357441,4683,0.00004454,0.00000000,0,0.00000000,3834,3841,21,0.00022156
1770123947.48493624,0.00402695,4662,0.00005309,0.00000000,0,0.00000000,3841,3853,18,0.00014712
1770123947.58490634,0.00804801,4672,0.00006703,0.00000000,0,0.00000000,3853,3865,17,0.00016125
1770123947.68511748,0.00792232,4702,0.00013898,0.00000000,0,0.00000000,3865,3879,24,0.00023438
1770123947.78501272,0.00401750,4641,0.00003651,0.00000000,0,0.00000000,3879,3885,15,0.00018471
1770123947.88493133,0.00282161,4709,0.00006482,0.00000000,0,0.00000000,3885,3864,27,0.00014854
1770123947.98504925,0.00256965,4643,0.00003622,0.00000000,0,0.00000000,3864,3871,15,0.00025329
1770123948.08497143,0.00389469,4732,0.00007211,0.00000000,0,0.00000000,3871,3857,18,0.00024934
1770123948.18518591,0.00257474,4630,0.00006779,0.00000000,0,0.00000000,3857,3829,18,0.00014998
1770123948.28506541,0.00688014,4665,0.00010512,0.00000000,0,0.00000000,3829,3842,19,0.00012001
1770123948.38494182,0.00585316,4664,0.00007510,0.00000000,0,0.00000000,3842,3858,22,0.00010586
1770123948.48517084,0.00307965,4660,0.00004456,0.00000000,0,0.00000000,3858,3870,22,0.00009827
1770123948.58501124,0.00607999,4658,0.00008304,0.00000000,0,0.00000000,3870,3884,21,0.00009323
1770123948.68501449,0.00425193,4698,0.00004375,0.00000000,0,0.00000000,3884,3885,19,0.00022781
1770123948.78414536,0.00493861,4657,0.00005900,0.00000000,0,0.00000000,3885,3863,17,0.00025185
1770123948.88506293,0.00409863,4728,0.00006210,0.00000000,0,0.00000000,3863,3854,20,0.00014122
1770123948.98421192,0.00265175,4677,0.00002914,0.00000000,0,0.00000000,3854,3871,17,0.00027739
1770123949.08511162,0.00417113,4700,0.00007060,0.00000000,0,0.00000000,3871,3867,19,0.00023426
1770123949.18507981,0.00401623,4705,0.00003773,0.00000000,0,0.00000000,3867,3874,16,0.00017906
1770123949.28500867,0.00474428,4737,0.00009249,0.00000000,0,0.00000000,3874,3891,23,0.00016003
1770123949.38511133,0.00713048,4691,0.00016259,0.00000000,0,0.00000000,3891,3902,21,0.00014185
1770123949.48510551,0.00344334,4685,0.00008875,0.00000000,0,0.00000000,3902,3834,14,0.00016257
1770123949.58502698,0.00309065,4749,0.00001897,0.00000000,0,0.00000000,3834,3845,12,0.00017885
1770123949.68520021,0.00380475,4669,0.00003270,0.00000000,0,0.00000000,3845,3849,13,0.00025414
1770123949.78508401,0.00606680,4722,0.00005847,0.00000000,0,0.00000000,3849,3859,15,0.00024415
1770123949.88529921,0.00432728,4667,0.00008431,0.00000000,0,0.00000000,3859,3853,22,0.00024700
1770123949.98514271,0.00323488,4721,0.00002323,0.00000000,0,0.00000000,3853,3853,12,0.00017535
1770123950.08509231,0.00376447,4666,0.00002520,0.00000000,0,0.00000000,3853,3858,12,0.00020325
1770123950.18427896,0.00399400,4747,0.00005009,0.00000000,0,0.00000000,3858,3870,25,0.00028060
1770123950.28422904,0.00341896,4760,0.00005263,0.00000000,0,0.00000000,3870,3860,23,0.00015139
1770123950.38508034,0.00738363,4830,0.00080592,0.00000000,0,0.00000000,3860,3813,106,0.00013742
1770123950.48548031,0.00948486,4720,0.00048493,0.00000000,0,0.00000000,3813,3866,119,0.00014228
1770123950.58524513,0.00396654,4811,0.00020679,0.00000000,0,0.00000000,3866,3945,129,0.00014343
1770123950.68516374,0.00497128,4803,0.00048352,0.00000000,0,0.00000000,3945,3982,141,0.00017725
1770123950.78506947,0.00347192,4759,0.00021461,0.00000000,0,0.00000000,3982,3999,112,0.00023278
1770123950.88510776,0.00366804,4801,0.00022102,0.00000000,0,0.00000000,3999,4036,134,0.00030916
1770123950.98519945,0.00407292,4730,0.00019922,0.00000000,0,0.00000000,4036,4072,91,0.00022106
1770123951.08520174,0.00459979,4780,0.00019487,0.00000000,0,0.00000000,4072,4127,94,0.00018506
1770123951.18533278,0.00710084,4697,0.00041932,0.00000000,0,0.00000000,4127,4125,70,0.00020032
1770123951.28523207,0.00381260,4737,0.00012277,0.00000000,0,0.00000000,4125,4168,63,0.00014015
1770123951.38517308,0.00309644,4678,0.00011336,0.00000000,0,0.00000000,4168,4213,68,0.00014933
1770123951.48429441,0.00315569,4763,0.00015296,0.00000000,0,0.00000000,4213,4215,73,0.00015842
1770123951.58532834,0.00346027,4695,0.00013704,0.00000000,0,0.00000000,4215,4231,70,0.00037814
1770123951.68515205,0.00551402,4786,0.00039808,0.00000000,0,0.00000000,4231,4237,110,0.00012361
1770123951.78433013,0.00453220,4800,0.00028780,0.00000000,0,0.00000000,4237,4274,132,0.00010291
1770123951.88536525,0.00472825,4778,0.00035839,0.00000000,0,0.00000000,4274,4364,172,0.00018243
1770123951.98443103,0.00436579,4850,0.00026826,0.00000000,0,0.00000000,4364,4428,140,0.00017822
1770123952.08525777,0.00523174,4830,0.00046092,0.00000000,0,0.00000000,4428,4423,152,0.00014282
1770123952.18522072,0.00443021,4827,0.00024280,0.00000000,0,0.00000000,4423,4449,107,0.00015072
1770123952.28446960,0.00366942,4846,0.00028312,0.00000000,0,0.00000000,4449,4396,107,0.00015694
1770123952.38517523,0.00393491,4870,0.00021115,0.00000000,0,0.00000000,4396,4422,93,0.00014979
1770123952.48438120,0.00403469,4834,0.00017424,0.00000000,0,0.00000000,4422,4460,66,0.00015995
1770123952.58530021,0.00457576,4834,0.00028033,0.00000000,0,0.00000000,4460,4439,90,0.00015125
1770123952.68524075,0.00330619,4832,0.00016493,0.00000000,0,0.00000000,4439,4452,85,0.00016223
1770123952.78437710,0.00514416,4857,0.00013806,0.00000000,0,0.00000000,4452,4494,70,0.00015496
1770123952.88527441,0.00303988,4799,0.00014432,0.00000000,0,0.00000000,4494,4521,74,0.00016022
1770123952.98520017,0.00354539,4807,0.00016610,0.00000000,0,0.00000000,4521,4562,94,0.00017888
1770123953.08423448,0.00385531,4842,0.00023844,0.00000000,0,0.00000000,4562,4589,136,0.00012398
1770123953.18528366,0.00434029,4791,0.00035183,0.00000000,0,0.00000000,4589,4651,185,0.00025200
1770123953.28441739,0.00438576,4865,0.00059295,0.00000000,0,0.00000000,4651,4629,210,0.00013774
1770123953.38530087,0.01023504,4790,0.00115809,0.00000000,0,0.00000000,4629,4742,220,0.00013785
1770123953.48526716,0.01097781,4836,0.00144733,0.00000000,0,0.00000000,4742,4739,205,0.00014648
1770123953.58436370,0.00576414,4774,0.00036997,0.00000000,0,0.00000000,4739,4837,196,0.00014263
1770123953.68526149,0.00664124,4828,0.00042904,0.00000000,0,0.00000000,4837,4923,178,0.00014888
1770123953.78531551,0.00380523,4806,0.00020428,0.00000000,0,0.00000000,4923,4985,121,0.00023624
1770123953.88442397,0.00378338,4866,0.00023359,0.00000000,0,0.00000000,4985,5045,130,0.00018029
1770123953.98534036,0.00368388,4836,0.00024548,0.00000000,0,0.00000000,5045,5129,135,0.00014983
